time;FM1;FM2;FM3;FF1;FF2;FF3;mean_behaviour_rate;classes;EDA;is_peak
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[13.3041, 13.3041, 13.3041, 13.3041, 13.3041, 13.3041, 13.3041, 13.3041, 13.3026, 13.3026, 13.3026, 13.3026, 13.3026, 13.3026, 13.3026, 13.3026, 13.3026, 13.3041, 13.3041, 13.3041, 13.3057, 13.3057, 13.3057, 13.3057, 13.3057, 13.3072, 13.3057, 13.3057, 13.3057, 13.3057, 13.3057, 13.3057, 13.3057, 13.3057, 13.3057, 13.3057, 13.3057, 13.3057, 13.3057, 13.3057];0
0.04;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[13.3057, 13.3057, 13.3057, 13.3057, 13.3041, 13.3041, 13.3041, 13.3041, 13.3026, 13.3026, 13.3026, 13.3026, 13.3026, 13.3026, 13.3026, 13.3026, 13.3041, 13.3041, 13.3041, 13.3041, 13.3041, 13.3041, 13.3041, 13.3041, 13.3041, 13.3026, 13.3026, 13.3026, 13.3011, 13.3011, 13.3011, 13.3011, 13.3011, 13.3011, 13.3011, 13.3011, 13.3011, 13.3011, 13.3011, 13.3011];0
0.08;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[13.3011, 13.3011, 13.3011, 13.3011, 13.3011, 13.3011, 13.3011, 13.2996, 13.2996, 13.2996, 13.2996, 13.2996, 13.2996, 13.2996, 13.2996, 13.2996, 13.3011, 13.3011, 13.3011, 13.3011, 13.3011, 13.3011, 13.3011, 13.3011, 13.2996, 13.298, 13.2965, 13.295, 13.2935, 13.2919, 13.2919, 13.2904, 13.2889, 13.2874, 13.2858, 13.2858, 13.2843, 13.2843, 13.2843, 13.2843];0
0.12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[13.2828, 13.2828, 13.2828, 13.2828, 13.2813, 13.2813, 13.2813, 13.2797, 13.2797, 13.2797, 13.2797, 13.2797, 13.2813, 13.2813, 13.2828, 13.2843, 13.2858, 13.2889, 13.2904, 13.2919, 13.2935, 13.295, 13.2965, 13.298, 13.2996, 13.2996, 13.2996, 13.2996, 13.2996, 13.2996, 13.298, 13.298, 13.2965, 13.2965, 13.295, 13.295, 13.2935, 13.2935, 13.2919, 13.2919];0
0.16;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[13.2919, 13.2904, 13.2904, 13.2904, 13.2904, 13.2904, 13.2889, 13.2889, 13.2889, 13.2889, 13.2889, 13.2889, 13.2904, 13.2904, 13.2904, 13.2919, 13.2919, 13.2935, 13.2935, 13.2935, 13.295, 13.295, 13.295, 13.295, 13.295, 13.295, 13.295, 13.2935, 13.2935, 13.2935, 13.2935, 13.2935, 13.2935, 13.2935, 13.2935, 13.2935, 13.2935, 13.2935, 13.2935, 13.2935];0
0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[13.2935, 13.2935, 13.2935, 13.2919, 13.2919, 13.2919, 13.2919, 13.2904, 13.2904, 13.2904, 13.2904, 13.2904, 13.2904, 13.2904, 13.2904, 13.2904, 13.2904, 13.2904, 13.2919, 13.2919, 13.2919, 13.2919, 13.2919, 13.2919, 13.2919, 13.2919, 13.2904, 13.2904, 13.2904, 13.2904, 13.2904, 13.2904, 13.2904, 13.2904, 13.2904, 13.2904, 13.2904, 13.2904, 13.2904, 13.2904];0
0.24;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[13.2904, 13.2904, 13.2904, 13.2904, 13.2889, 13.2889, 13.2889, 13.2874, 13.2874, 13.2874, 13.2874, 13.2874, 13.2874, 13.2874, 13.2874, 13.2889, 13.2889, 13.2889, 13.2904, 13.2904, 13.2904, 13.2904, 13.2904, 13.2904, 13.2904, 13.2904, 13.2904, 13.2889, 13.2889, 13.2889, 13.2874, 13.2874, 13.2874, 13.2874, 13.2874, 13.2874, 13.2874, 13.2889, 13.2889, 13.2889];0
0.28;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[13.2904, 13.2904, 13.2904, 13.2904, 13.2919, 13.2919, 13.2919, 13.2919, 13.2904, 13.2904, 13.2904, 13.2904, 13.2904, 13.2904, 13.2904, 13.2904, 13.2904, 13.2904, 13.2904, 13.2904, 13.2904, 13.2904, 13.2904, 13.2889, 13.2889, 13.2889, 13.2889, 13.2889, 13.2874, 13.2874, 13.2874, 13.2874, 13.2874, 13.2874, 13.2874, 13.2874, 13.2889, 13.2889, 13.2889, 13.2889];1
0.32;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[13.2904, 13.2904, 13.2904, 13.2904, 13.2904, 13.2889, 13.2889, 13.2889, 13.2874, 13.2874, 13.2874, 13.2858, 13.2858, 13.2858, 13.2858, 13.2858, 13.2858, 13.2858, 13.2858, 13.2858, 13.2858, 13.2858, 13.2858, 13.2858, 13.2858, 13.2858, 13.2858, 13.2858, 13.2858, 13.2858, 13.2858, 13.2858, 13.2858, 13.2858, 13.2874, 13.2874, 13.2874, 13.2889, 13.2889, 13.2904];1
0.36;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[13.2904, 13.2904, 13.2904, 13.2904, 13.2904, 13.2904, 13.2889, 13.2889, 13.2889, 13.2889, 13.2874, 13.2874, 13.2874, 13.2874, 13.2874, 13.2874, 13.2874, 13.2874, 13.2889, 13.2889, 13.2889, 13.2889, 13.2889, 13.2889, 13.2889, 13.2889, 13.2889, 13.2889, 13.2889, 13.2889, 13.2889, 13.2889, 13.2889, 13.2904, 13.2904, 13.2904, 13.2904, 13.2904, 13.2904, 13.2904];1
