time;FM1;FM2;FM3;FF1;FF2;FF3;mean_behaviour_rate;classes;EDA;is_peak
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[11.7386, 11.7386, 11.7386, 11.7386, 11.7386, 11.7386, 11.7386, 11.7371, 11.7371, 11.7371, 11.7355, 11.7355, 11.734, 11.734, 11.734, 11.734, 11.734, 11.734, 11.734, 11.734, 11.734, 11.734, 11.7355, 11.7355, 11.7355, 11.7355, 11.7355, 11.7355, 11.7355, 11.7355, 11.734, 11.734, 11.734, 11.734, 11.734, 11.734, 11.734, 11.734, 11.734, 11.734];0
0.04;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[11.734, 11.7355, 11.7355, 11.7355, 11.7355, 11.7355, 11.734, 11.734, 11.734, 11.734, 11.7325, 11.7325, 11.7325, 11.7325, 11.7325, 11.7325, 11.7325, 11.7325, 11.734, 11.734, 11.734, 11.734, 11.7355, 11.7355, 11.7355, 11.7355, 11.7355, 11.7355, 11.7355, 11.734, 11.734, 11.734, 11.7325, 11.7325, 11.7325, 11.7325, 11.7325, 11.7325, 11.7325, 11.7325];0
0.08;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[11.734, 11.734, 11.734, 11.734, 11.734, 11.7355, 11.7355, 11.7355, 11.7355, 11.7355, 11.7355, 11.7355, 11.7355, 11.7371, 11.7371, 11.7371, 11.7386, 11.7401, 11.7416, 11.7432, 11.7432, 11.7447, 11.7462, 11.7477, 11.7477, 11.7493, 11.7493, 11.7493, 11.7493, 11.7477, 11.7477, 11.7462, 11.7447, 11.7447, 11.7432, 11.7416, 11.7401, 11.7386, 11.7371, 11.7371];0
0.12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[11.7355, 11.734, 11.7325, 11.7325, 11.731, 11.731, 11.7294, 11.7294, 11.7279, 11.7279, 11.7279, 11.7279, 11.7279, 11.7279, 11.7279, 11.7279, 11.7279, 11.7294, 11.7294, 11.731, 11.731, 11.731, 11.7325, 11.7325, 11.7325, 11.7325, 11.7325, 11.7325, 11.7325, 11.7325, 11.731, 11.731, 11.731, 11.731, 11.731, 11.731, 11.731, 11.731, 11.731, 11.7325];0
0.16;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[11.7325, 11.7325, 11.7325, 11.7325, 11.7325, 11.7325, 11.7325, 11.7325, 11.731, 11.731, 11.731, 11.7294, 11.7294, 11.7294, 11.7294, 11.7294, 11.7294, 11.7294, 11.7294, 11.7294, 11.731, 11.731, 11.731, 11.731, 11.731, 11.731, 11.731, 11.731, 11.731, 11.731, 11.731, 11.7294, 11.7294, 11.7294, 11.7294, 11.7294, 11.7294, 11.7294, 11.7294, 11.731];0
0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[11.731, 11.731, 11.731, 11.731, 11.731, 11.731, 11.731, 11.731, 11.7294, 11.7294, 11.7294, 11.7294, 11.7279, 11.7279, 11.7279, 11.7279, 11.7279, 11.7279, 11.7279, 11.7279, 11.7279, 11.7279, 11.7279, 11.7279, 11.7279, 11.7279, 11.7279, 11.7279, 11.7279, 11.7264, 11.7264, 11.7264, 11.7264, 11.7264, 11.7264, 11.7264, 11.7264, 11.7264, 11.7279, 11.7279];0
0.24;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[11.7279, 11.7279, 11.7294, 11.7294, 11.7294, 11.7294, 11.7294, 11.7294, 11.7294, 11.7279, 11.7279, 11.7279, 11.7279, 11.7264, 11.7264, 11.7264, 11.7264, 11.7264, 11.7264, 11.7279, 11.7279, 11.7279, 11.7279, 11.7294, 11.7294, 11.7294, 11.7294, 11.7279, 11.7279, 11.7279, 11.7279, 11.7264, 11.7264, 11.7264, 11.7264, 11.7264, 11.7264, 11.7264, 11.7264, 11.7264];0
0.28;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[11.7279, 11.7279, 11.7279, 11.7279, 11.7279, 11.7279, 11.7279, 11.7279, 11.7279, 11.7279, 11.7264, 11.7264, 11.7264, 11.7264, 11.7249, 11.7249, 11.7264, 11.7264, 11.7264, 11.7264, 11.7279, 11.7279, 11.7279, 11.7294, 11.7294, 11.7294, 11.7294, 11.7294, 11.7294, 11.7294, 11.7294, 11.7279, 11.7279, 11.7279, 11.7279, 11.7279, 11.7279, 11.7279, 11.7279, 11.7279];0
0.32;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[11.7279, 11.7279, 11.7279, 11.7279, 11.7279, 11.7279, 11.7264, 11.7264, 11.7264, 11.7264, 11.7249, 11.7249, 11.7249, 11.7249, 11.7249, 11.7249, 11.7249, 11.7264, 11.7264, 11.7264, 11.7279, 11.7279, 11.7279, 11.7279, 11.7279, 11.7279, 11.7279, 11.7279, 11.7264, 11.7264, 11.7249, 11.7249, 11.7249, 11.7233, 11.7233, 11.7233, 11.7233, 11.7233, 11.7233, 11.7249];0
0.36;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[11.7249, 11.7264, 11.7264, 11.7264, 11.7279, 11.7279, 11.7279, 11.7279, 11.7279, 11.7264, 11.7264, 11.7264, 11.7264, 11.7249, 11.7249, 11.7249, 11.7249, 11.7249, 11.7249, 11.7249, 11.7249, 11.7249, 11.7249, 11.7249, 11.7249, 11.7249, 11.7233, 11.7233, 11.7233, 11.7233, 11.7233, 11.7218, 11.7218, 11.7218, 11.7218, 11.7218, 11.7218, 11.7218, 11.7233, 11.7233];0
0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[11.7233, 11.7249, 11.7249, 11.7249, 11.7249, 11.7249, 11.7249, 11.7249, 11.7233, 11.7233, 11.7233, 11.7218, 11.7218, 11.7218, 11.7218, 11.7218, 11.7218, 11.7218, 11.7218, 11.7218, 11.7218, 11.7233, 11.7233, 11.7233, 11.7233, 11.7233, 11.7233, 11.7218, 11.7218, 11.7218, 11.7203, 11.7203, 11.7203, 11.7203, 11.7188, 11.7188, 11.7188, 11.7203, 11.7203, 11.7203];0
0.44;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[11.7203, 11.7218, 11.7218, 11.7218, 11.7218, 11.7218, 11.7218, 11.7203, 11.7203, 11.7203, 11.7188, 11.7188, 11.7188, 11.7172, 11.7172, 11.7172, 11.7172, 11.7172, 11.7172, 11.7188, 11.7188, 11.7188, 11.7188, 11.7188, 11.7188, 11.7188, 11.7188, 11.7188, 11.7188, 11.7188, 11.7188, 11.7172, 11.7172, 11.7172, 11.7172, 11.7172, 11.7172, 11.7172, 11.7172, 11.7172];0
0.48;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[11.7172, 11.7172, 11.7172, 11.7172, 11.7172, 11.7172, 11.7172, 11.7172, 11.7172, 11.7172, 11.7172, 11.7172, 11.7172, 11.7172, 11.7172, 11.7172, 11.7172, 11.7188, 11.7188, 11.7188, 11.7203, 11.7203, 11.7203, 11.7203, 11.7203, 11.7203, 11.7203, 11.7203, 11.7203, 11.7188, 11.7188, 11.7188, 11.7188, 11.7188, 11.7172, 11.7172, 11.7188, 11.7188, 11.7188, 11.7188];0
