time;FM1;FM2;FM3;FF1;FF2;FF3;mean_behaviour_rate;classes;EDA;is_peak
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[7.5104, 7.5104, 7.5104, 7.5104, 7.5104, 7.5104, 7.5104, 7.5104, 7.5104, 7.5104, 7.5104, 7.5104, 7.5104, 7.5104, 7.5104, 7.5089, 7.5089, 7.5089, 7.5089, 7.5073, 7.5073, 7.5073, 7.5073, 7.5073, 7.5073, 7.5073, 7.5073, 7.5089, 7.5089, 7.5089, 7.5089, 7.5089, 7.5104, 7.5104, 7.5104, 7.5104, 7.5089, 7.5089, 7.5089, 7.5089];0
0.04;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[7.5089, 7.5073, 7.5073, 7.5073, 7.5073, 7.5073, 7.5073, 7.5073, 7.5073, 7.5073, 7.5073, 7.5073, 7.5073, 7.5073, 7.5073, 7.5073, 7.5073, 7.5073, 7.5073, 7.5058, 7.5058, 7.5058, 7.5058, 7.5043, 7.5043, 7.5043, 7.5043, 7.5043, 7.5043, 7.5043, 7.5043, 7.5043, 7.5043, 7.5043, 7.5043, 7.5043, 7.5043, 7.5043, 7.5043, 7.5043];0
0.08;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[7.5058, 7.5058, 7.5058, 7.5058, 7.5058, 7.5058, 7.5073, 7.5073, 7.5073, 7.5073, 7.5089, 7.5089, 7.5089, 7.5089, 7.5089, 7.5089, 7.5089, 7.5089, 7.5073, 7.5073, 7.5073, 7.5058, 7.5058, 7.5058, 7.5043, 7.5043, 7.5043, 7.5043, 7.5058, 7.5058, 7.5058, 7.5058, 7.5058, 7.5073, 7.5073, 7.5073, 7.5073, 7.5073, 7.5073, 7.5073];0
0.12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[7.5073, 7.5073, 7.5058, 7.5058, 7.5058, 7.5058, 7.5058, 7.5058, 7.5058, 7.5073, 7.5073, 7.5073, 7.5073, 7.5073, 7.5073, 7.5073, 7.5073, 7.5073, 7.5073, 7.5058, 7.5058, 7.5058, 7.5058, 7.5058, 7.5043, 7.5043, 7.5058, 7.5058, 7.5058, 7.5058, 7.5058, 7.5058, 7.5073, 7.5073, 7.5073, 7.5073, 7.5073, 7.5073, 7.5073, 7.5058];0
0.16;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[7.5058, 7.5058, 7.5058, 7.5058, 7.5058, 7.5058, 7.5058, 7.5058, 7.5058, 7.5058, 7.5058, 7.5058, 7.5073, 7.5073, 7.5058, 7.5058, 7.5058, 7.5058, 7.5058, 7.5058, 7.5043, 7.5043, 7.5043, 7.5043, 7.5043, 7.5043, 7.5043, 7.5043, 7.5043, 7.5043, 7.5043, 7.5043, 7.5043, 7.5043, 7.5058, 7.5058, 7.5058, 7.5058, 7.5058, 7.5043];0
0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[7.5043, 7.5043, 7.5043, 7.5043, 7.5043, 7.5043, 7.5043, 7.5043, 7.5043, 7.5043, 7.5043, 7.5043, 7.5043, 7.5043, 7.5043, 7.5043, 7.5043, 7.5043, 7.5027, 7.5027, 7.5027, 7.5027, 7.5027, 7.5027, 7.5027, 7.5027, 7.5027, 7.5027, 7.5027, 7.5027, 7.5027, 7.5043, 7.5043, 7.5043, 7.5043, 7.5043, 7.5043, 7.5043, 7.5043, 7.5043];0
0.24;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[7.5027, 7.5027, 7.5027, 7.5027, 7.5027, 7.5012, 7.5012, 7.5027, 7.5027, 7.5027, 7.5027, 7.5027, 7.5027, 7.5027, 7.5043, 7.5043, 7.5043, 7.5043, 7.5027, 7.5027, 7.5027, 7.5027, 7.5027, 7.5012, 7.5012, 7.5012, 7.5012, 7.5012, 7.5012, 7.5012, 7.5027, 7.5027, 7.5027, 7.5027, 7.5027, 7.5027, 7.5027, 7.5027, 7.5027, 7.5027];0
0.28;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[7.5012, 7.5012, 7.5012, 7.5012, 7.5012, 7.4997, 7.4997, 7.4997, 7.4997, 7.4997, 7.5012, 7.5012, 7.5012, 7.5012, 7.5012, 7.5012, 7.5012, 7.5012, 7.5012, 7.5012, 7.5012, 7.4997, 7.4997, 7.4997, 7.4997, 7.4997, 7.5012, 7.5012, 7.5012, 7.5012, 7.5012, 7.5012, 7.5012, 7.5027, 7.5027, 7.5027, 7.5012, 7.5012, 7.5012, 7.5012];0
0.32;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[7.5012, 7.4997, 7.4997, 7.4997, 7.4997, 7.4997, 7.4997, 7.4997, 7.4997, 7.4997, 7.4997, 7.4997, 7.5012, 7.5012, 7.5012, 7.5012, 7.4997, 7.4997, 7.4997, 7.4997, 7.4997, 7.4997, 7.4982, 7.4982, 7.4982, 7.4982, 7.4982, 7.4997, 7.4997, 7.4997, 7.4997, 7.4997, 7.5012, 7.5012, 7.5012, 7.5012, 7.5012, 7.4997, 7.4997, 7.4997];0
0.36;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[7.4997, 7.4982, 7.4982, 7.4982, 7.4982, 7.4982, 7.4982, 7.4982, 7.4982, 7.4982, 7.4982, 7.4982, 7.4997, 7.4997, 7.4997, 7.4997, 7.4982, 7.4982, 7.4982, 7.4982, 7.4982, 7.4966, 7.4966, 7.4966, 7.4966, 7.4951, 7.4951, 7.4951, 7.4951, 7.4951, 7.4966, 7.4966, 7.4966, 7.4966, 7.4966, 7.4966, 7.4966, 7.4966, 7.4951, 7.4951];0
0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[7.4951, 7.4951, 7.4951, 7.4951, 7.4951, 7.4951, 7.4951, 7.4951, 7.4951, 7.4951, 7.4966, 7.4966, 7.4966, 7.4982, 7.4982, 7.4982, 7.4982, 7.4982, 7.4982, 7.4982, 7.4982, 7.4966, 7.4966, 7.4966, 7.4966, 7.4966, 7.4951, 7.4951, 7.4951, 7.4951, 7.4951, 7.4951, 7.4951, 7.4936, 7.4936, 7.4936, 7.4936, 7.4936, 7.4921, 7.4921];0
0.44;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[7.4905, 7.4905, 7.4905, 7.4905, 7.4905, 7.4905, 7.4905, 7.4921, 7.4921, 7.4921, 7.4936, 7.4936, 7.4951, 7.4951, 7.4951, 7.4951, 7.4951, 7.4951, 7.4951, 7.4951, 7.4951, 7.4936, 7.4936, 7.4936, 7.4936, 7.4936, 7.4936, 7.4936, 7.4936, 7.4936, 7.4936, 7.4936, 7.4936, 7.4936, 7.4936, 7.4936, 7.4936, 7.4936, 7.4936, 7.4921];0
0.48;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[7.4921, 7.4921, 7.4905, 7.4905, 7.4905, 7.4905, 7.4905, 7.4905, 7.4905, 7.4921, 7.4921, 7.4921, 7.4936, 7.4936, 7.4936, 7.4951, 7.4951, 7.4951, 7.4951, 7.4951, 7.4951, 7.4951, 7.4951, 7.4936, 7.4936, 7.4936, 7.4936, 7.4921, 7.4921, 7.4921, 7.4921, 7.4921, 7.4905, 7.4905, 7.4905, 7.4905, 7.4905, 7.4905, 7.4905, 7.489];0
