time;FM1;FM2;FM3;FF1;FF2;FF3;mean_behaviour_rate;classes;EDA;is_peak
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[21.1411, 21.1411, 21.1411, 21.1395, 21.1395, 21.1395, 21.1395, 21.138, 21.138, 21.138, 21.138, 21.138, 21.138, 21.138, 21.138, 21.1395, 21.1395, 21.1395, 21.1411, 21.1411, 21.1411, 21.1411, 21.1411, 21.1395, 21.1395, 21.138, 21.138, 21.138, 21.1365, 21.1365, 21.1365, 21.1365, 21.1365, 21.1365, 21.138, 21.138, 21.138, 21.1395, 21.1395, 21.1411];0
0.04;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[21.1411, 21.1411, 21.1411, 21.1411, 21.1411, 21.1411, 21.1395, 21.1395, 21.138, 21.138, 21.138, 21.138, 21.138, 21.138, 21.138, 21.138, 21.138, 21.1395, 21.1395, 21.1395, 21.1395, 21.1395, 21.1395, 21.1395, 21.1395, 21.138, 21.138, 21.138, 21.138, 21.1365, 21.1365, 21.1365, 21.1365, 21.1365, 21.138, 21.138, 21.138, 21.1395, 21.1395, 21.1395];0
0.08;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[21.1411, 21.1411, 21.1411, 21.1411, 21.1411, 21.1411, 21.1395, 21.1395, 21.1395, 21.1395, 21.1395, 21.1395, 21.1395, 21.1395, 21.1411, 21.1411, 21.1411, 21.1426, 21.1426, 21.1426, 21.1441, 21.1441, 21.1441, 21.1426, 21.1426, 21.1426, 21.1426, 21.1411, 21.1411, 21.1411, 21.1411, 21.1411, 21.1411, 21.1411, 21.1411, 21.1426, 21.1426, 21.1441, 21.1441, 21.1441];0
0.12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[21.1441, 21.1441, 21.1441, 21.1441, 21.1441, 21.1441, 21.1441, 21.1426, 21.1426, 21.1426, 21.1426, 21.1426, 21.1426, 21.1441, 21.1441, 21.1456, 21.1456, 21.1456, 21.1472, 21.1472, 21.1472, 21.1472, 21.1472, 21.1472, 21.1456, 21.1456, 21.1441, 21.1441, 21.1426, 21.1426, 21.1426, 21.1426, 21.1426, 21.1426, 21.1426, 21.1426, 21.1441, 21.1441, 21.1441, 21.1456];0
0.16;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[21.1456, 21.1456, 21.1456, 21.1456, 21.1441, 21.1441, 21.1441, 21.1441, 21.1426, 21.1426, 21.1426, 21.1426, 21.1426, 21.1441, 21.1441, 21.1456, 21.1456, 21.1472, 21.1472, 21.1472, 21.1472, 21.1472, 21.1472, 21.1472, 21.1472, 21.1456, 21.1456, 21.1456, 21.1441, 21.1441, 21.1441, 21.1426, 21.1426, 21.1426, 21.1426, 21.1426, 21.1426, 21.1426, 21.1441, 21.1441];0
0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[21.1441, 21.1441, 21.1441, 21.1426, 21.1426, 21.1426, 21.1411, 21.1411, 21.1411, 21.1411, 21.1411, 21.1411, 21.1411, 21.1426, 21.1426, 21.1426, 21.1441, 21.1441, 21.1456, 21.1456, 21.1456, 21.1456, 21.1456, 21.1456, 21.1456, 21.1441, 21.1441, 21.1426, 21.1426, 21.1426, 21.1426, 21.1426, 21.1426, 21.1426, 21.1426, 21.1426, 21.1426, 21.1426, 21.1441, 21.1441];0
0.24;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[21.1441, 21.1441, 21.1441, 21.1441, 21.1426, 21.1426, 21.1426, 21.1411, 21.1411, 21.1411, 21.1411, 21.1411, 21.1411, 21.1426, 21.1426, 21.1441, 21.1441, 21.1441, 21.1456, 21.1456, 21.1456, 21.1456, 21.1456, 21.1456, 21.1456, 21.1456, 21.1441, 21.1441, 21.1441, 21.1426, 21.1426, 21.1426, 21.1426, 21.1441, 21.1441, 21.1441, 21.1456, 21.1456, 21.1456, 21.1456];0
0.28;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[21.1456, 21.1456, 21.1456, 21.1456, 21.1456, 21.1441, 21.1441, 21.1426, 21.1426, 21.1426, 21.1426, 21.1426, 21.1426, 21.1426, 21.1426, 21.1441, 21.1441, 21.1441, 21.1456, 21.1456, 21.1456, 21.1456, 21.1456, 21.1441, 21.1441, 21.1441, 21.1426, 21.1426, 21.1411, 21.1411, 21.1411, 21.1395, 21.1395, 21.1411, 21.1411, 21.1411, 21.1411, 21.1426, 21.1426, 21.1426];0
0.32;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[21.1426, 21.1426, 21.1426, 21.1426, 21.1411, 21.1411, 21.1411, 21.1411, 21.1411, 21.1395, 21.1395, 21.1395, 21.1411, 21.1411, 21.1411, 21.1411, 21.1426, 21.1426, 21.1426, 21.1441, 21.1426, 21.1426, 21.1426, 21.1426, 21.1411, 21.1395, 21.1395, 21.138, 21.138, 21.1365, 21.1365, 21.1365, 21.1365, 21.1365, 21.138, 21.138, 21.138, 21.1395, 21.1395, 21.1395];0
0.36;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[21.1411, 21.1411, 21.1411, 21.1395, 21.1395, 21.1395, 21.138, 21.138, 21.1365, 21.1365, 21.1365, 21.1349, 21.1349, 21.1349, 21.1365, 21.1365, 21.1365, 21.1365, 21.1365, 21.1365, 21.138, 21.138, 21.138, 21.1365, 21.1365, 21.1365, 21.1349, 21.1349, 21.1349, 21.1349, 21.1349, 21.1349, 21.1349, 21.1349, 21.1349, 21.1365, 21.1365, 21.138, 21.138, 21.138];0
