time;EDA;is_peak;classes
0.0;13.6139;0;0
0.04;13.6139;0;0
0.08;13.6124;0;0
0.12;13.6047;0;0
0.16;13.6032;0;0
0.2;13.6032;0;0
0.24;13.6093;0;0
0.28;13.6078;0;0
0.32;13.6063;0;0
0.36;13.6078;0;0
0.4;13.6063;0;0
0.44;13.6032;0;0
0.48;13.6032;0;0
0.52;13.6017;0;0
0.56;13.6002;0;0
0.6;13.6002;0;0
0.64;13.5941;0;0
0.68;13.591;0;0
0.72;13.591;0;0
0.76;13.588;0;0
0.8;13.5834;0;0
0.84;13.5834;0;0
0.88;13.5788;0;0
0.92;13.5788;0;0
0.96;13.5773;0;0
1.0;13.5757;0;0
1.04;13.5727;0;0
1.08;13.5712;0;0
1.12;13.5712;0;0
1.16;13.5681;0;0
1.2;13.5651;0;0
1.24;13.5651;0;0
1.28;13.5605;0;0
1.32;13.5544;0;0
1.36;13.5513;0;0
1.4;13.5498;0;0
1.44;13.5559;0;0
1.48;13.5544;0;0
1.52;13.5483;0;0
1.56;13.5498;0;0
1.6;13.5513;0;0
1.64;13.5498;0;0
1.68;13.5498;0;0
1.72;13.5468;0;0
1.76;13.5483;0;0
1.8;13.5483;0;0
1.84;13.5498;0;0
1.88;13.5437;0;0
1.92;13.5452;0;0
1.96;13.5422;0;0
2.0;13.5437;0;0
2.04;13.5437;0;0
2.08;13.5483;0;0
2.12;13.5483;0;0
2.16;13.5513;0;0
2.2;13.5529;0;0
2.24;13.5544;0;0
2.28;13.5559;0;0
2.32;13.5559;0;0
2.36;13.5635;0;0
2.4;13.5666;0;0
2.44;13.5666;0;0
2.48;13.5727;0;0
2.52;13.5803;0;0
2.56;13.588;0;0
2.6;13.5956;0;0
2.64;13.6002;0;0
2.68;13.6063;0;0
2.72;13.6124;0;1
2.76;13.6185;0;1
2.8;13.6276;0;1
2.84;13.6337;0;1
2.88;13.6398;0;1
2.92;13.6475;0;1
2.96;13.652;0;1
3.0;13.649;0;1
3.04;13.649;0;1
3.08;13.6612;0;1
