time;EDA;is_peak;classes
0.0;21.1411;0;-1
0.04;21.1411;0;-1
0.08;21.1411;0;-1
0.12;21.1441;0;-1
0.16;21.1456;0;-1
0.2;21.1441;0;-1
0.24;21.1441;0;-1
0.28;21.1456;0;-1
0.32;21.1426;0;-1
0.36;21.1411;0;-1
0.4;21.138;0;-1
0.44;21.1334;0;-1
0.48;21.1319;0;-1
0.52;21.1273;0;-1
0.56;21.1227;0;-1
0.6;21.1182;0;-1
0.64;21.1151;0;-1
0.68;21.1105;0;1
0.72;21.1075;0;1
0.76;21.1029;0;1
0.8;21.0953;0;1
0.84;21.0922;0;1
0.88;21.0876;0;1
0.92;21.0861;0;1
0.96;21.0815;0;1
1.0;21.0739;0;1
1.04;21.0739;0;1
1.08;21.0739;0;1
1.12;21.0709;0;1
1.16;21.0663;0;1
1.2;21.0648;0;1
1.24;21.0663;0;1
1.28;21.0602;0;1
1.32;21.0587;0;1
1.36;21.0556;0;1
1.4;21.0495;0;1
1.44;21.0449;0;1
1.48;21.0403;0;1
1.52;21.0358;0;1
1.56;21.0327;0;1
1.6;21.0251;0;1
1.64;21.022;0;1
1.68;21.0159;0;1
1.72;21.0129;0;1
1.76;21.0083;0;1
1.8;21.0037;0;1
1.84;20.9991;0;1
1.88;20.9946;0;1
1.92;20.9915;0;1
1.96;20.9839;0;1
2.0;20.9808;0;1
2.04;20.9793;0;1
2.08;20.9778;0;1
2.12;20.9686;0;1
2.16;20.9702;0;1
2.2;20.9656;0;1
2.24;20.9641;0;1
2.28;20.9625;0;1
2.32;20.961;0;1
2.36;20.9625;0;1
2.4;20.961;0;1
2.44;20.9564;0;1
2.48;20.9549;0;1
2.52;20.9534;0;1
2.56;20.9488;0;1
2.6;20.9457;0;1
2.64;20.9427;0;1
2.68;20.9396;0;1
2.72;20.9366;0;1
2.76;20.9351;0;1
2.8;20.929;0;1
2.84;20.9259;0;1
2.88;20.9229;0;1
2.92;20.9152;0;1
2.96;20.9122;0;1
3.0;20.9045;0;1
3.04;20.9015;0;1
3.08;20.8984;0;1
3.12;20.8954;0;1
3.16;20.8786;0;1
3.2;20.8832;0;1
3.24;20.8817;0;1
3.28;20.8755;0;1
3.32;20.871;0;1
3.36;20.8679;0;1
3.4;20.8694;0;1
3.44;20.8649;0;1
3.48;20.8572;0;1
3.52;20.8572;0;1
3.56;20.8527;0;1
3.6;20.8481;0;1
3.64;20.842;0;1
3.68;20.8374;0;1
3.72;20.8328;0;1
3.76;20.8298;0;1
3.8;20.8237;0;1
3.84;20.8191;0;1
3.88;20.816;0;1
3.92;20.8099;0;1
3.96;20.8054;0;1
4.0;20.7977;0;1
4.04;20.7977;0;1
4.08;20.7977;0;-1
4.12;20.7932;0;-1
4.16;20.784;0;-1
4.2;20.7901;0;-1
4.24;20.7901;0;-1
4.28;20.7916;0;-1
4.32;20.7901;0;-1
4.36;20.7962;0;-1
4.4;20.8023;0;1
4.44;20.8099;0;1
4.48;20.816;0;1
4.52;20.8267;0;1
4.56;20.8374;0;1
4.6;20.8481;0;1
4.64;20.8618;0;1
4.68;20.8771;0;1
4.72;20.8954;0;1
4.76;20.9137;0;1
4.8;20.9305;0;1
