time;EDA;is_peak;classes
0.0;33.107;0;-1
0.04;33.0826;0;-1
0.08;33.0536;0;-1
0.12;33.0368;0;-1
0.16;33.0124;0;-1
0.2;32.9788;0;-1
0.24;32.9437;0;-1
0.28;32.9086;0;-1
0.32;32.8766;0;-1
0.36;32.843;0;-1
0.4;32.8125;0;-1
0.44;32.7911;0;-1
0.48;32.7744;0;-1
0.52;32.7469;0;-1
0.56;32.724;0;-1
0.6;32.7347;0;-1
0.64;32.6904;0;-1
0.68;32.6782;0;-1
0.72;32.6599;0;-1
0.76;32.6477;0;-1
0.8;32.6416;0;-1
0.84;32.6401;0;-1
0.88;32.6263;0;-1
0.92;32.6141;0;-1
0.96;32.6019;0;-1
1.0;32.5867;0;1
1.04;32.5745;0;1
1.08;32.5607;0;1
1.12;32.5455;0;1
1.16;32.5333;0;1
1.2;32.5134;0;1
1.24;32.4997;0;1
1.28;32.5195;0;1
1.32;32.4722;0;1
1.36;32.4585;0;1
1.4;32.4478;0;1
1.44;32.4387;0;1
1.48;32.4326;0;1
1.52;32.428;0;1
1.56;32.4188;0;1
1.6;32.4158;0;1
1.64;32.4097;0;1
1.68;32.4173;0;1
1.72;32.4234;0;1
1.76;32.4341;0;1
1.8;32.4448;0;1
1.84;32.4554;0;1
1.88;32.4677;0;1
1.92;32.4829;0;1
1.96;32.5104;0;1
2.0;32.5394;0;1
2.04;32.5806;1;1
2.08;32.6324;1;1
2.12;32.7057;1;1
2.16;32.7942;1;1
2.2;32.8903;1;1
2.24;32.9742;1;1
2.28;33.0643;1;1
2.32;33.1543;1;1
2.36;33.2428;1;1
2.4;33.3328;1;1
2.44;33.4229;1;1
2.48;33.5114;1;1
2.52;33.5922;1;1
2.56;33.6716;1;1
2.6;33.7784;1;1
2.64;33.815;1;1
2.68;33.8806;1;1
2.72;33.9401;1;1
2.76;33.9874;1;1
2.8;34.0286;1;1
2.84;34.0668;1;1
2.88;34.0866;1;1
2.92;34.0988;1;1
2.96;34.1064;1;1
3.0;34.1156;1;1
3.04;34.1171;1;1
3.08;34.111;1;1
3.12;34.1019;1;1
3.16;34.0851;1;1
3.2;34.0668;1;1
3.24;34.0729;1;1
3.28;34.0179;1;1
3.32;33.9905;1;1
3.36;33.9569;1;1
3.4;33.9233;1;1
3.44;33.8898;1;1
3.48;33.8531;1;1
3.52;33.8074;1;1
3.56;33.7601;1;1
3.6;33.7128;1;1
3.64;33.667;1;1
3.68;33.6166;1;1
3.72;33.5724;1;1
3.76;33.5205;1;1
3.8;33.4702;1;1
3.84;33.4183;1;1
3.88;33.3984;1;1
3.92;33.3237;1;1
