time;FM1;FM2;FM3;FF1;FF2;FF3;mean_behaviour_rate;classes;EDA;is_peak
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[13.6139, 13.6169, 13.6185, 13.62, 13.62, 13.62, 13.6185, 13.6185, 13.6169, 13.6154, 13.6139, 13.6139, 13.6124, 13.6124, 13.6124, 13.6124, 13.6108, 13.6124, 13.6124, 13.6124, 13.6139, 13.6139, 13.6154, 13.6154, 13.6169, 13.6169, 13.6185, 13.6185, 13.6185, 13.6185, 13.6185, 13.6185, 13.6185, 13.6169, 13.6169, 13.6169, 13.6154, 13.6154, 13.6139, 13.6139];0
0.04;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[13.6139, 13.6124, 13.6124, 13.6124, 13.6124, 13.6124, 13.6124, 13.6124, 13.6139, 13.6139, 13.6139, 13.6139, 13.6139, 13.6139, 13.6139, 13.6139, 13.6139, 13.6124, 13.6124, 13.6124, 13.6124, 13.6124, 13.6124, 13.6124, 13.6124, 13.6124, 13.6124, 13.6124, 13.6124, 13.6124, 13.6124, 13.6124, 13.6124, 13.6124, 13.6124, 13.6124, 13.6124, 13.6124, 13.6124, 13.6124];0
0.08;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[13.6124, 13.6124, 13.6124, 13.6108, 13.6108, 13.6108, 13.6108, 13.6108, 13.6093, 13.6093, 13.6093, 13.6078, 13.6078, 13.6078, 13.6078, 13.6078, 13.6078, 13.6078, 13.6093, 13.6093, 13.6093, 13.6093, 13.6108, 13.6108, 13.6124, 13.6124, 13.6124, 13.6139, 13.6139, 13.6139, 13.6124, 13.6124, 13.6124, 13.6108, 13.6108, 13.6093, 13.6078, 13.6078, 13.6063, 13.6063];0
0.12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[13.6047, 13.6047, 13.6047, 13.6047, 13.6047, 13.6047, 13.6047, 13.6047, 13.6063, 13.6063, 13.6063, 13.6063, 13.6063, 13.6078, 13.6078, 13.6078, 13.6078, 13.6078, 13.6078, 13.6078, 13.6078, 13.6078, 13.6078, 13.6078, 13.6078, 13.6078, 13.6063, 13.6063, 13.6063, 13.6047, 13.6047, 13.6047, 13.6047, 13.6032, 13.6032, 13.6032, 13.6032, 13.6032, 13.6032, 13.6032];0
0.16;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[13.6032, 13.6032, 13.6047, 13.6047, 13.6047, 13.6063, 13.6063, 13.6063, 13.6063, 13.6078, 13.6078, 13.6078, 13.6078, 13.6078, 13.6078, 13.6078, 13.6078, 13.6078, 13.6078, 13.6078, 13.6078, 13.6078, 13.6078, 13.6078, 13.6078, 13.6078, 13.6078, 13.6078, 13.6078, 13.6078, 13.6078, 13.6078, 13.6078, 13.6063, 13.6063, 13.6063, 13.6047, 13.6047, 13.6047, 13.6032];0
0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[13.6032, 13.6017, 13.6017, 13.6017, 13.6002, 13.6002, 13.6002, 13.6002, 13.6002, 13.6002, 13.5986, 13.5986, 13.5986, 13.5986, 13.5986, 13.6002, 13.6002, 13.6002, 13.6017, 13.6032, 13.6032, 13.6047, 13.6063, 13.6063, 13.6078, 13.6093, 13.6093, 13.6108, 13.6124, 13.6124, 13.6124, 13.6124, 13.6124, 13.6124, 13.6124, 13.6124, 13.6124, 13.6124, 13.6108, 13.6108];0
0.24;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[13.6093, 13.6093, 13.6093, 13.6078, 13.6078, 13.6078, 13.6078, 13.6063, 13.6063, 13.6063, 13.6063, 13.6063, 13.6063, 13.6063, 13.6063, 13.6063, 13.6063, 13.6063, 13.6063, 13.6063, 13.6078, 13.6078, 13.6093, 13.6093, 13.6093, 13.6108, 13.6108, 13.6108, 13.6124, 13.6124, 13.6124, 13.6124, 13.6124, 13.6124, 13.6108, 13.6108, 13.6093, 13.6093, 13.6078, 13.6078];0
0.28;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[13.6078, 13.6063, 13.6063, 13.6063, 13.6063, 13.6063, 13.6063, 13.6063, 13.6063, 13.6063, 13.6063, 13.6063, 13.6063, 13.6063, 13.6078, 13.6078, 13.6078, 13.6078, 13.6063, 13.6063, 13.6063, 13.6063, 13.6063, 13.6063, 13.6078, 13.6078, 13.6078, 13.6078, 13.6078, 13.6078, 13.6093, 13.6093, 13.6093, 13.6078, 13.6078, 13.6078, 13.6078, 13.6078, 13.6078, 13.6078];0
0.32;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[13.6063, 13.6063, 13.6063, 13.6063, 13.6063, 13.6063, 13.6063, 13.6063, 13.6063, 13.6063, 13.6063, 13.6063, 13.6063, 13.6063, 13.6063, 13.6063, 13.6063, 13.6078, 13.6078, 13.6078, 13.6078, 13.6078, 13.6078, 13.6063, 13.6063, 13.6078, 13.6078, 13.6078, 13.6078, 13.6078, 13.6078, 13.6078, 13.6078, 13.6078, 13.6078, 13.6078, 13.6078, 13.6078, 13.6078, 13.6078];0
0.36;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[13.6078, 13.6078, 13.6078, 13.6078, 13.6078, 13.6078, 13.6078, 13.6078, 13.6078, 13.6078, 13.6078, 13.6078, 13.6078, 13.6093, 13.6093, 13.6093, 13.6093, 13.6093, 13.6093, 13.6093, 13.6093, 13.6093, 13.6093, 13.6093, 13.6093, 13.6093, 13.6093, 13.6093, 13.6078, 13.6078, 13.6078, 13.6078, 13.6078, 13.6078, 13.6078, 13.6063, 13.6063, 13.6063, 13.6063, 13.6063];0
0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[13.6063, 13.6063, 13.6063, 13.6063, 13.6063, 13.6063, 13.6063, 13.6063, 13.6063, 13.6063, 13.6063, 13.6063, 13.6063, 13.6063, 13.6063, 13.6047, 13.6047, 13.6047, 13.6047, 13.6047, 13.6047, 13.6047, 13.6047, 13.6047, 13.6063, 13.6063, 13.6063, 13.6063, 13.6063, 13.6063, 13.6063, 13.6063, 13.6063, 13.6063, 13.6063, 13.6047, 13.6047, 13.6047, 13.6047, 13.6047];0
0.44;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[13.6032, 13.6032, 13.6032, 13.6032, 13.6032, 13.6032, 13.6032, 13.6032, 13.6032, 13.6047, 13.6047, 13.6047, 13.6047, 13.6047, 13.6047, 13.6047, 13.6032, 13.6032, 13.6032, 13.6032, 13.6032, 13.6032, 13.6032, 13.6032, 13.6032, 13.6032, 13.6032, 13.6032, 13.6032, 13.6047, 13.6047, 13.6047, 13.6047, 13.6047, 13.6047, 13.6047, 13.6047, 13.6047, 13.6032, 13.6032];0
0.48;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[13.6032, 13.6017, 13.6017, 13.6017, 13.6017, 13.6017, 13.6017, 13.6017, 13.6017, 13.6017, 13.6017, 13.6017, 13.6017, 13.6032, 13.6032, 13.6032, 13.6047, 13.6047, 13.6047, 13.6047, 13.6063, 13.6063, 13.6063, 13.6063, 13.6063, 13.6063, 13.6063, 13.6063, 13.6063, 13.6063, 13.6063, 13.6063, 13.6063, 13.6047, 13.6047, 13.6047, 13.6032, 13.6032, 13.6032, 13.6017];0
0.52;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[13.6017, 13.6017, 13.6017, 13.6017, 13.6032, 13.6032, 13.6032, 13.6032, 13.6047, 13.6047, 13.6047, 13.6047, 13.6063, 13.6063, 13.6063, 13.6063, 13.6063, 13.6063, 13.6063, 13.6063, 13.6047, 13.6047, 13.6047, 13.6047, 13.6032, 13.6032, 13.6032, 13.6032, 13.6032, 13.6017, 13.6017, 13.6017, 13.6017, 13.6017, 13.6017, 13.6002, 13.6002, 13.6002, 13.6002, 13.6002];0
0.56;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[13.6002, 13.6002, 13.6002, 13.6017, 13.6017, 13.6017, 13.6017, 13.6017, 13.6017, 13.6017, 13.6017, 13.6017, 13.6017, 13.6017, 13.6017, 13.6017, 13.6002, 13.6002, 13.6002, 13.6002, 13.6002, 13.5986, 13.5986, 13.5986, 13.5986, 13.5986, 13.5986, 13.5986, 13.5986, 13.5986, 13.5986, 13.5986, 13.5986, 13.5986, 13.5986, 13.6002, 13.6002, 13.6002, 13.6002, 13.6002];0
0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[13.6002, 13.6002, 13.6002, 13.6002, 13.6002, 13.6002, 13.6002, 13.6002, 13.6002, 13.6002, 13.6002, 13.5986, 13.5986, 13.5986, 13.5986, 13.5986, 13.5986, 13.5986, 13.5986, 13.5986, 13.5986, 13.5986, 13.5986, 13.5986, 13.5986, 13.5986, 13.5986, 13.5986, 13.5986, 13.5986, 13.5986, 13.5986, 13.5971, 13.5971, 13.5971, 13.5956, 13.5956, 13.5956, 13.5941, 13.5941];0
