time;FM1;FM2;FM3;FF1;FF2;FF3;mean_behaviour_rate;classes;EDA;is_peak
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[33.107, 33.107, 33.1055, 33.1055, 33.1039, 33.1039, 33.1024, 33.1024, 33.1024, 33.1009, 33.1009, 33.1009, 33.0994, 33.0994, 33.0994, 33.0978, 33.0978, 33.0978, 33.0978, 33.0978, 33.0963, 33.0963, 33.0963, 33.0948, 33.0948, 33.0933, 33.0933, 33.0917, 33.0902, 33.0902, 33.0887, 33.0872, 33.0872, 33.0856, 33.0856, 33.0841, 33.0841, 33.0841, 33.0826, 33.0826];0
0.04;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[33.0826, 33.0811, 33.0811, 33.0811, 33.0811, 33.0795, 33.0795, 33.078, 33.078, 33.0765, 33.0765, 33.075, 33.075, 33.0734, 33.0734, 33.0734, 33.0719, 33.0719, 33.0704, 33.0704, 33.0704, 33.0688, 33.0688, 33.0673, 33.0658, 33.0658, 33.0643, 33.0627, 33.0627, 33.0612, 33.0597, 33.0597, 33.0582, 33.0566, 33.0566, 33.0566, 33.0551, 33.0551, 33.0551, 33.0536];0
0.08;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[33.0536, 33.0536, 33.0536, 33.0521, 33.0521, 33.0521, 33.0521, 33.0505, 33.0505, 33.0505, 33.049, 33.049, 33.049, 33.0475, 33.0475, 33.0475, 33.0475, 33.0475, 33.0475, 33.046, 33.046, 33.046, 33.046, 33.0444, 33.0444, 33.0444, 33.0429, 33.0429, 33.0429, 33.0414, 33.0414, 33.0414, 33.0399, 33.0399, 33.0383, 33.0383, 33.0383, 33.0383, 33.0368, 33.0368];0
0.12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[33.0368, 33.0368, 33.0353, 33.0353, 33.0353, 33.0338, 33.0338, 33.0322, 33.0322, 33.0307, 33.0307, 33.0307, 33.0292, 33.0292, 33.0276, 33.0276, 33.0276, 33.0261, 33.0261, 33.0261, 33.0246, 33.0246, 33.0231, 33.0231, 33.0231, 33.0215, 33.0215, 33.02, 33.02, 33.0185, 33.0185, 33.017, 33.017, 33.017, 33.0154, 33.0154, 33.0154, 33.0139, 33.0139, 33.0139];0
0.16;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[33.0124, 33.0124, 33.0124, 33.0109, 33.0109, 33.0093, 33.0093, 33.0078, 33.0063, 33.0063, 33.0048, 33.0032, 33.0032, 33.0017, 33.0002, 33.0002, 32.9987, 32.9987, 32.9971, 32.9971, 32.9956, 32.9941, 32.9941, 32.9926, 32.9926, 32.991, 32.991, 32.9895, 32.988, 32.988, 32.9865, 32.9865, 32.9849, 32.9849, 32.9834, 32.9834, 32.9819, 32.9819, 32.9803, 32.9803];0
0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[32.9788, 32.9773, 32.9773, 32.9758, 32.9742, 32.9727, 32.9727, 32.9712, 32.9697, 32.9697, 32.9681, 32.9666, 32.9666, 32.9651, 32.9651, 32.9636, 32.9636, 32.962, 32.962, 32.962, 32.9605, 32.9605, 32.959, 32.959, 32.9575, 32.9559, 32.9559, 32.9544, 32.9529, 32.9514, 32.9514, 32.9498, 32.9483, 32.9483, 32.9468, 32.9468, 32.9468, 32.9453, 32.9453, 32.9453];0
0.24;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[32.9437, 32.9437, 32.9422, 32.9422, 32.9407, 32.9407, 32.9391, 32.9376, 32.9361, 32.9361, 32.9346, 32.933, 32.9315, 32.9315, 32.93, 32.9285, 32.9285, 32.9269, 32.9269, 32.9269, 32.9254, 32.9254, 32.9239, 32.9239, 32.9224, 32.9224, 32.9208, 32.9208, 32.9193, 32.9193, 32.9178, 32.9163, 32.9163, 32.9147, 32.9147, 32.9132, 32.9117, 32.9117, 32.9102, 32.9102];0
0.28;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[32.9086, 32.9086, 32.9071, 32.9071, 32.9056, 32.9056, 32.9041, 32.9041, 32.9025, 32.9025, 32.901, 32.901, 32.8995, 32.8995, 32.8995, 32.8979, 32.8979, 32.8964, 32.8964, 32.8949, 32.8949, 32.8934, 32.8918, 32.8918, 32.8903, 32.8888, 32.8873, 32.8857, 32.8842, 32.8842, 32.8827, 32.8812, 32.8812, 32.8796, 32.8796, 32.8781, 32.8781, 32.8781, 32.8766, 32.8766];0
0.32;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[32.8766, 32.8751, 32.8751, 32.8735, 32.8735, 32.872, 32.872, 32.8705, 32.869, 32.8674, 32.8674, 32.8659, 32.8644, 32.8644, 32.8629, 32.8629, 32.8613, 32.8613, 32.8613, 32.8598, 32.8598, 32.8583, 32.8583, 32.8568, 32.8568, 32.8552, 32.8552, 32.8537, 32.8522, 32.8506, 32.8506, 32.8491, 32.8476, 32.8476, 32.8461, 32.8461, 32.8445, 32.8445, 32.8445, 32.8445];0
0.36;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[32.843, 32.843, 32.843, 32.843, 32.8415, 32.8415, 32.84, 32.84, 32.8384, 32.8369, 32.8369, 32.8354, 32.8339, 32.8323, 32.8323, 32.8308, 32.8308, 32.8293, 32.8278, 32.8278, 32.8262, 32.8262, 32.8247, 32.8247, 32.8232, 32.8232, 32.8217, 32.8201, 32.8186, 32.8186, 32.8171, 32.8156, 32.8156, 32.814, 32.814, 32.8125, 32.8125, 32.8125, 32.8125, 32.8125];0
0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[32.8125, 32.8125, 32.8125, 32.8125, 32.8125, 32.8125, 32.8125, 32.811, 32.811, 32.811, 32.8094, 32.8094, 32.8079, 32.8064, 32.8064, 32.8049, 32.8033, 32.8033, 32.8018, 32.8018, 32.8003, 32.8003, 32.7988, 32.7988, 32.7972, 32.7957, 32.7957, 32.7942, 32.7942, 32.7942, 32.7927, 32.7927, 32.7927, 32.7911, 32.7911, 32.7911, 32.7911, 32.7911, 32.7911, 32.7911];0
0.44;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[32.7911, 32.7911, 32.7911, 32.7911, 32.7911, 32.7911, 32.7896, 32.7896, 32.7896, 32.7881, 32.7881, 32.7866, 32.7866, 32.785, 32.785, 32.785, 32.7835, 32.7835, 32.7835, 32.782, 32.782, 32.782, 32.7805, 32.7805, 32.7805, 32.7789, 32.7789, 32.7789, 32.7774, 32.7774, 32.7759, 32.7759, 32.7759, 32.7759, 32.7744, 32.7744, 32.7744, 32.7744, 32.7744, 32.7744];0
0.48;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[32.7744, 32.7744, 32.7744, 32.7744, 32.7728, 32.7728, 32.7728, 32.7713, 32.7713, 32.7713, 32.7698, 32.7698, 32.7682, 32.7682, 32.7667, 32.7667, 32.7652, 32.7652, 32.7652, 32.7637, 32.7637, 32.7637, 32.7621, 32.7621, 32.7606, 32.7591, 32.7591, 32.7576, 32.7576, 32.756, 32.7545, 32.7545, 32.753, 32.7515, 32.7515, 32.7499, 32.7499, 32.7484, 32.7484, 32.7469];0
0.52;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[32.7469, 32.7454, 32.7454, 32.7454, 32.7438, 32.7438, 32.7423, 32.7423, 32.7423, 32.7408, 32.7408, 32.7393, 32.7393, 32.7377, 32.7377, 32.7362, 32.7362, 32.7362, 32.7347, 32.7347, 32.7347, 32.7332, 32.7332, 32.7332, 32.7316, 32.7316, 32.7301, 32.7286, 32.7286, 32.7271, 32.7271, 32.7255, 32.7255, 32.7255, 32.724, 32.724, 32.724, 32.724, 32.724, 32.724];0
0.56;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[32.724, 32.724, 32.724, 32.724, 32.724, 32.7225, 32.7225, 32.7209, 32.7209, 32.7209, 32.7194, 32.7194, 32.7194, 32.7179, 32.7179, 32.7164, 32.7164, 32.7164, 32.7164, 32.7164, 32.7164, 32.7164, 32.7164, 32.7164, 32.7164, 32.7179, 32.7179, 32.7179, 32.7179, 32.7194, 32.7194, 32.7209, 32.7225, 32.7225, 32.724, 32.7255, 32.7271, 32.7301, 32.7316, 32.7332];0
0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[32.7347, 32.7362, 32.7362, 32.7377, 32.7377, 32.7377, 32.7362, 32.7347, 32.7332, 32.7316, 32.7286, 32.7255, 32.724, 32.7194, 32.7164, 32.7133, 32.7103, 32.7072, 32.7042, 32.7011, 32.6996, 32.6965, 32.695, 32.6935, 32.692, 32.6904, 32.6904, 32.6889, 32.6889, 32.6889, 32.6889, 32.6889, 32.6889, 32.6889, 32.6889, 32.6889, 32.6889, 32.6889, 32.6904, 32.6904];0
0.64;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[32.6904, 32.6904, 32.6904, 32.6904, 32.6904, 32.6904, 32.6889, 32.6889, 32.6889, 32.6889, 32.6874, 32.6874, 32.6874, 32.6859, 32.6859, 32.6859, 32.6859, 32.6859, 32.6859, 32.6843, 32.6843, 32.6843, 32.6843, 32.6828, 32.6828, 32.6828, 32.6813, 32.6813, 32.6797, 32.6797, 32.6797, 32.6782, 32.6782, 32.6782, 32.6782, 32.6767, 32.6767, 32.6767, 32.6782, 32.6782];0
