time;FM1;FM2;FM3;FF1;FF2;FF3;mean_behaviour_rate;classes;EDA;is_peak
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[22.1481, 22.1481, 22.1466, 22.1451, 22.1436, 22.142, 22.1405, 22.1405, 22.139, 22.1375, 22.1359, 22.1344, 22.1344, 22.1329, 22.1329, 22.1329, 22.1329, 22.1329, 22.1329, 22.1329, 22.1329, 22.1344, 22.1344, 22.1344, 22.1359, 22.1359, 22.1359, 22.1359, 22.1375, 22.1375, 22.1375, 22.1375, 22.1375, 22.1375, 22.1375, 22.1375, 22.1375, 22.139, 22.139, 22.139];0
0.04;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[22.139, 22.1405, 22.1405, 22.1405, 22.1405, 22.142, 22.142, 22.142, 22.142, 22.142, 22.142, 22.142, 22.1405, 22.1405, 22.1405, 22.1405, 22.1405, 22.1405, 22.1405, 22.142, 22.142, 22.142, 22.142, 22.1436, 22.1436, 22.1436, 22.1436, 22.1436, 22.1436, 22.1436, 22.1436, 22.1436, 22.1436, 22.1436, 22.1436, 22.1436, 22.1436, 22.1436, 22.1436, 22.1436];0
0.08;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[22.1436, 22.1451, 22.1451, 22.1451, 22.1451, 22.1451, 22.1451, 22.1451, 22.1451, 22.1451, 22.1451, 22.1451, 22.1451, 22.1451, 22.1451, 22.1451, 22.1466, 22.1466, 22.1466, 22.1466, 22.1466, 22.1466, 22.1481, 22.1481, 22.1481, 22.1481, 22.1481, 22.1481, 22.1481, 22.1481, 22.1481, 22.1481, 22.1481, 22.1481, 22.1481, 22.1481, 22.1481, 22.1481, 22.1481, 22.1481];0
0.12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[22.1481, 22.1497, 22.1497, 22.1497, 22.1497, 22.1497, 22.1497, 22.1497, 22.1512, 22.1512, 22.1512, 22.1512, 22.1512, 22.1512, 22.1512, 22.1512, 22.1512, 22.1512, 22.1527, 22.1527, 22.1527, 22.1527, 22.1542, 22.1542, 22.1542, 22.1542, 22.1542, 22.1542, 22.1542, 22.1542, 22.1542, 22.1542, 22.1542, 22.1542, 22.1542, 22.1542, 22.1542, 22.1542, 22.1542, 22.1558];0
0.16;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[22.1558, 22.1558, 22.1558, 22.1573, 22.1573, 22.1573, 22.1573, 22.1573, 22.1573, 22.1588, 22.1588, 22.1588, 22.1588, 22.1588, 22.1588, 22.1588, 22.1588, 22.1588, 22.1588, 22.1588, 22.1588, 22.1588, 22.1603, 22.1603, 22.1603, 22.1603, 22.1603, 22.1603, 22.1619, 22.1619, 22.1619, 22.1619, 22.1619, 22.1619, 22.1619, 22.1619, 22.1619, 22.1619, 22.1619, 22.1619];0
0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[22.1619, 22.1619, 22.1619, 22.1619, 22.1619, 22.1619, 22.1619, 22.1619, 22.1619, 22.1619, 22.1619, 22.1619, 22.1619, 22.1619, 22.1619, 22.1634, 22.1634, 22.1634, 22.1634, 22.1649, 22.1649, 22.1664, 22.1664, 22.1664, 22.168, 22.168, 22.168, 22.168, 22.1695, 22.1695, 22.1695, 22.1695, 22.1695, 22.1695, 22.1695, 22.171, 22.171, 22.171, 22.171, 22.171];0
0.24;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[22.1725, 22.1725, 22.1725, 22.1741, 22.1741, 22.1741, 22.1741, 22.1741, 22.1741, 22.1741, 22.1741, 22.1741, 22.1741, 22.1741, 22.1741, 22.1741, 22.1741, 22.1741, 22.1741, 22.1756, 22.1756, 22.1756, 22.1756, 22.1771, 22.1771, 22.1771, 22.1786, 22.1786, 22.1786, 22.1786, 22.1786, 22.1786, 22.1786, 22.1786, 22.1786, 22.1786, 22.1802, 22.1802, 22.1802, 22.1802];0
0.28;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[22.1802, 22.1802, 22.1802, 22.1817, 22.1817, 22.1817, 22.1817, 22.1817, 22.1817, 22.1817, 22.1817, 22.1817, 22.1817, 22.1817, 22.1832, 22.1832, 22.1832, 22.1832, 22.1848, 22.1848, 22.1863, 22.1863, 22.1863, 22.1878, 22.1878, 22.1878, 22.1878, 22.1878, 22.1878, 22.1878, 22.1878, 22.1878, 22.1878, 22.1878, 22.1878, 22.1878, 22.1893, 22.1893, 22.1893, 22.1909];0
0.32;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[22.1909, 22.1924, 22.1924, 22.1939, 22.1939, 22.1954, 22.1954, 22.197, 22.197, 22.197, 22.197, 22.1985, 22.1985, 22.1985, 22.1985, 22.1985, 22.1985, 22.2, 22.2, 22.2, 22.2015, 22.2015, 22.2015, 22.2015, 22.2031, 22.2031, 22.2031, 22.2046, 22.2046, 22.2046, 22.2046, 22.2046, 22.2046, 22.2046, 22.2046, 22.2061, 22.2061, 22.2061, 22.2061, 22.2076];0
0.36;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[22.2076, 22.2076, 22.2092, 22.2092, 22.2092, 22.2092, 22.2107, 22.2107, 22.2107, 22.2107, 22.2107, 22.2107, 22.2107, 22.2107, 22.2107, 22.2107, 22.2107, 22.2107, 22.2107, 22.2107, 22.2122, 22.2122, 22.2122, 22.2122, 22.2122, 22.2122, 22.2122, 22.2137, 22.2137, 22.2137, 22.2137, 22.2137, 22.2137, 22.2153, 22.2153, 22.2153, 22.2153, 22.2168, 22.2168, 22.2183];0
0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[22.2183, 22.2183, 22.2198, 22.2198, 22.2214, 22.2214, 22.2214, 22.2214, 22.2214, 22.2214, 22.2214, 22.2214, 22.2214, 22.2214, 22.2229, 22.2229, 22.2229, 22.2229, 22.2244, 22.2244, 22.2244, 22.226, 22.226, 22.226, 22.2275, 22.2275, 22.229, 22.229, 22.2305, 22.2305, 22.2305, 22.2321, 22.2321, 22.2321, 22.2321, 22.2336, 22.2336, 22.2336, 22.2336, 22.2351];0
