time;FM1;FM2;FM3;FF1;FF2;FF3;mean_behaviour_rate;classes;EDA;is_peak
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[19.7113, 19.7113, 19.7113, 19.7113, 19.7128, 19.7128, 19.7128, 19.7144, 19.7144, 19.7144, 19.7159, 19.7159, 19.7159, 19.7159, 19.7159, 19.7159, 19.7159, 19.7159, 19.7159, 19.7159, 19.7159, 19.7174, 19.7174, 19.7174, 19.7174, 19.7174, 19.7174, 19.7174, 19.7174, 19.7174, 19.7174, 19.7174, 19.7159, 19.7159, 19.7159, 19.7159, 19.7159, 19.7159, 19.7159, 19.7159];0
0.04;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[19.7159, 19.7174, 19.7189, 19.7205, 19.722, 19.7235, 19.7266, 19.7296, 19.7327, 19.7357, 19.7388, 19.7418, 19.7464, 19.751, 19.754, 19.7586, 19.7632, 19.7678, 19.7723, 19.7769, 19.78, 19.783, 19.7861, 19.7891, 19.7906, 19.7922, 19.7922, 19.7922, 19.7906, 19.7891, 19.7861, 19.7815, 19.7769, 19.7723, 19.7678, 19.7632, 19.7571, 19.7525, 19.7479, 19.7433];0
0.08;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[19.7403, 19.7372, 19.7342, 19.7327, 19.7311, 19.7311, 19.7311, 19.7311, 19.7311, 19.7327, 19.7342, 19.7357, 19.7357, 19.7372, 19.7388, 19.7403, 19.7403, 19.7418, 19.7433, 19.7433, 19.7449, 19.7449, 19.7464, 19.7464, 19.7479, 19.7479, 19.7495, 19.7495, 19.7495, 19.7495, 19.751, 19.751, 19.751, 19.751, 19.751, 19.751, 19.751, 19.751, 19.751, 19.751];0
0.12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[19.751, 19.751, 19.751, 19.751, 19.751, 19.7525, 19.7525, 19.7525, 19.7525, 19.7525, 19.754, 19.754, 19.754, 19.754, 19.754, 19.754, 19.7556, 19.7556, 19.7556, 19.7556, 19.7556, 19.7571, 19.7571, 19.7586, 19.7586, 19.7601, 19.7601, 19.7617, 19.7617, 19.7632, 19.7632, 19.7632, 19.7632, 19.7632, 19.7632, 19.7632, 19.7632, 19.7632, 19.7632, 19.7632];0
0.16;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[19.7632, 19.7632, 19.7647, 19.7647, 19.7647, 19.7662, 19.7662, 19.7662, 19.7662, 19.7678, 19.7678, 19.7678, 19.7678, 19.7678, 19.7678, 19.7693, 19.7693, 19.7693, 19.7693, 19.7693, 19.7693, 19.7693, 19.7693, 19.7708, 19.7708, 19.7708, 19.7723, 19.7723, 19.7723, 19.7739, 19.7739, 19.7739, 19.7739, 19.7739, 19.7754, 19.7754, 19.7754, 19.7754, 19.7754, 19.7769];0
0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[19.7769, 19.7769, 19.7769, 19.7784, 19.7784, 19.78, 19.78, 19.78, 19.7815, 19.7815, 19.7815, 19.7815, 19.7815, 19.7815, 19.7815, 19.7815, 19.783, 19.783, 19.783, 19.783, 19.783, 19.783, 19.783, 19.783, 19.7845, 19.7845, 19.7845, 19.7845, 19.7861, 19.7861, 19.7861, 19.7861, 19.7876, 19.7876, 19.7876, 19.7876, 19.7876, 19.7876, 19.7876, 19.7876];0
0.24;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[19.7876, 19.7876, 19.7891, 19.7891, 19.7891, 19.7891, 19.7906, 19.7906, 19.7906, 19.7906, 19.7906, 19.7922, 19.7922, 19.7922, 19.7922, 19.7922, 19.7922, 19.7937, 19.7937, 19.7937, 19.7937, 19.7952, 19.7952, 19.7952, 19.7968, 19.7968, 19.7983, 19.7983, 19.7983, 19.7983, 19.7983, 19.7983, 19.7998, 19.7998, 19.7998, 19.7998, 19.7998, 19.7998, 19.8013, 19.8013];0
0.28;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[19.8029, 19.8029, 19.8044, 19.8059, 19.8074, 19.8074, 19.809, 19.809, 19.8105, 19.8105, 19.8105, 19.8105, 19.8105, 19.8105, 19.8105, 19.8105, 19.8105, 19.8105, 19.809, 19.809, 19.809, 19.8105, 19.8105, 19.8105, 19.812, 19.8135, 19.8135, 19.8151, 19.8166, 19.8166, 19.8181, 19.8181, 19.8196, 19.8196, 19.8196, 19.8196, 19.8212, 19.8212, 19.8212, 19.8212];0
0.32;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[19.8212, 19.8212, 19.8212, 19.8212, 19.8227, 19.8227, 19.8227, 19.8227, 19.8242, 19.8242, 19.8242, 19.8242, 19.8242, 19.8242, 19.8242, 19.8242, 19.8242, 19.8242, 19.8242, 19.8242, 19.8242, 19.8257, 19.8257, 19.8257, 19.8257, 19.8273, 19.8273, 19.8273, 19.8288, 19.8288, 19.8288, 19.8288, 19.8288, 19.8303, 19.8303, 19.8303, 19.8303, 19.8303, 19.8303, 19.8303];0
0.36;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[19.8303, 19.8303, 19.8303, 19.8318, 19.8318, 19.8318, 19.8334, 19.8334, 19.8334, 19.8349, 19.8349, 19.8349, 19.8349, 19.8349, 19.8349, 19.8349, 19.8349, 19.8349, 19.8364, 19.8364, 19.8364, 19.838, 19.838, 19.838, 19.8395, 19.8395, 19.841, 19.841, 19.8425, 19.8425, 19.8425, 19.8425, 19.8441, 19.8441, 19.8441, 19.8441, 19.8441, 19.8441, 19.8441, 19.8441];0
