time;FM1;FM2;FM3;FF1;FF2;FF3;mean_behaviour_rate;classes;EDA;is_peak
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[13.0951, 13.0951, 13.0951, 13.0951, 13.0951, 13.0951, 13.0951, 13.0951, 13.0951, 13.0951, 13.0951, 13.0951, 13.0951, 13.0966, 13.0966, 13.0966, 13.0966, 13.0966, 13.0966, 13.0951, 13.0951, 13.0951, 13.0951, 13.0951, 13.0936, 13.0936, 13.0936, 13.0936, 13.0936, 13.0936, 13.0951, 13.0951, 13.0951, 13.0951, 13.0951, 13.0951, 13.0951, 13.0951, 13.0951, 13.0951];0
0.04;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[13.0951, 13.0951, 13.0951, 13.0951, 13.0951, 13.0936, 13.0936, 13.0936, 13.0936, 13.0951, 13.0951, 13.0951, 13.0951, 13.0951, 13.0951, 13.0966, 13.0966, 13.0966, 13.0951, 13.0951, 13.0951, 13.0951, 13.0951, 13.0936, 13.0936, 13.0936, 13.0936, 13.0936, 13.0936, 13.0936, 13.0936, 13.0936, 13.0951, 13.0951, 13.0951, 13.0951, 13.0951, 13.0966, 13.0966, 13.0966];0
0.08;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[13.0966, 13.0966, 13.0951, 13.0951, 13.0951, 13.0951, 13.0951, 13.0951, 13.0951, 13.0951, 13.0951, 13.0951, 13.0951, 13.0951, 13.0951, 13.0951, 13.0951, 13.0951, 13.0951, 13.0951, 13.0951, 13.0936, 13.0936, 13.0936, 13.0936, 13.092, 13.092, 13.092, 13.092, 13.092, 13.092, 13.092, 13.0936, 13.0936, 13.0936, 13.0936, 13.0951, 13.0951, 13.0951, 13.0951];0
0.12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[13.0951, 13.0951, 13.0951, 13.0951, 13.0951, 13.0951, 13.0936, 13.0936, 13.0936, 13.0936, 13.0936, 13.0936, 13.0936, 13.0936, 13.0936, 13.0936, 13.0936, 13.0936, 13.0936, 13.0936, 13.0936, 13.0936, 13.0936, 13.092, 13.092, 13.092, 13.092, 13.092, 13.092, 13.0936, 13.0936, 13.0936, 13.0936, 13.0951, 13.0951, 13.0951, 13.0951, 13.0951, 13.0951, 13.0951];0
0.16;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[13.0951, 13.0951, 13.0936, 13.0936, 13.0936, 13.0936, 13.0936, 13.0936, 13.0936, 13.0936, 13.0936, 13.0936, 13.0936, 13.0951, 13.0951, 13.0951, 13.0951, 13.0951, 13.0951, 13.0951, 13.0951, 13.0951, 13.0951, 13.0936, 13.0936, 13.0936, 13.0936, 13.0936, 13.0936, 13.0936, 13.0936, 13.0936, 13.0951, 13.0951, 13.0951, 13.0951, 13.0951, 13.0951, 13.0951, 13.0951];0
0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[13.0951, 13.0951, 13.0951, 13.0951, 13.0951, 13.0951, 13.0951, 13.0951, 13.0951, 13.0951, 13.0951, 13.0951, 13.0951, 13.0966, 13.0966, 13.0966, 13.0966, 13.0966, 13.0966, 13.0966, 13.0966, 13.0966, 13.0951, 13.0951, 13.0951, 13.0951, 13.0951, 13.0951, 13.0951, 13.0951, 13.0951, 13.0951, 13.0951, 13.0966, 13.0966, 13.0966, 13.0966, 13.0966, 13.0966, 13.0966];0
0.24;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[13.0966, 13.0966, 13.0966, 13.0951, 13.0951, 13.0951, 13.0951, 13.0951, 13.0966, 13.0966, 13.0966, 13.0966, 13.0966, 13.0981, 13.0981, 13.0981, 13.0981, 13.0981, 13.0981, 13.0981, 13.0981, 13.0981, 13.0966, 13.0966, 13.0966, 13.0966, 13.0966, 13.0966, 13.0966, 13.0966, 13.0966, 13.0966, 13.0966, 13.0966, 13.0966, 13.0966, 13.0966, 13.0966, 13.0966, 13.0966];0
0.28;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[13.0966, 13.0951, 13.0951, 13.0951, 13.0951, 13.0936, 13.0936, 13.0936, 13.0936, 13.0936, 13.0936, 13.0936, 13.0936, 13.0951, 13.0951, 13.0951, 13.0951, 13.0951, 13.0951, 13.0951, 13.0966, 13.0966, 13.0966, 13.0966, 13.0966, 13.0966, 13.0966, 13.0966, 13.0966, 13.0981, 13.0981, 13.0981, 13.0981, 13.0981, 13.0997, 13.0997, 13.0997, 13.0997, 13.0981, 13.0981];0
0.32;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[13.0981, 13.0981, 13.0966, 13.0966, 13.0966, 13.0951, 13.0951, 13.0951, 13.0951, 13.0951, 13.0966, 13.0966, 13.0966, 13.0966, 13.0966, 13.0966, 13.0981, 13.0981, 13.0981, 13.0981, 13.0966, 13.0966, 13.0966, 13.0966, 13.0966, 13.0966, 13.0966, 13.0951, 13.0951, 13.0951, 13.0951, 13.0966, 13.0966, 13.0966, 13.0966, 13.0966, 13.0966, 13.0966, 13.0966, 13.0966];0
0.36;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[13.0966, 13.0966, 13.0966, 13.0966, 13.0966, 13.0966, 13.0966, 13.0966, 13.0966, 13.0966, 13.0966, 13.0966, 13.0981, 13.0981, 13.0981, 13.0981, 13.0981, 13.0981, 13.0981, 13.0981, 13.0981, 13.0981, 13.0966, 13.0966, 13.0966, 13.0966, 13.0966, 13.0966, 13.0966, 13.0966, 13.0966, 13.0966, 13.0966, 13.0966, 13.0966, 13.0966, 13.0966, 13.0966, 13.0966, 13.0966];0
