time;FM1;FM2;FM3;FF1;FF2;FF3;mean_behaviour_rate;classes;EDA;is_peak
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[21.6171, 21.6171, 21.6171, 21.6171, 21.6171, 21.6171, 21.6171, 21.6156, 21.6156, 21.6156, 21.6156, 21.6141, 21.6141, 21.6125, 21.6125, 21.6125, 21.6125, 21.6125, 21.6125, 21.6125, 21.6125, 21.6125, 21.6141, 21.6141, 21.6141, 21.6141, 21.6141, 21.6156, 21.6156, 21.6156, 21.6156, 21.6171, 21.6171, 21.6187, 21.6187, 21.6202, 21.6202, 21.6217, 21.6232, 21.6232];0
0.04;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[21.6248, 21.6263, 21.6278, 21.6278, 21.6278, 21.6293, 21.6293, 21.6278, 21.6278, 21.6278, 21.6263, 21.6248, 21.6232, 21.6217, 21.6202, 21.6202, 21.6187, 21.6171, 21.6156, 21.6156, 21.6141, 21.6125, 21.6125, 21.611, 21.611, 21.6095, 21.6095, 21.6095, 21.608, 21.608, 21.6064, 21.6064, 21.6049, 21.6049, 21.6049, 21.6049, 21.6034, 21.6034, 21.6034, 21.6034];0
0.08;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[21.6034, 21.6034, 21.6049, 21.6049, 21.6049, 21.6049, 21.6049, 21.6034, 21.6034, 21.6034, 21.6034, 21.6019, 21.6019, 21.6019, 21.6019, 21.6003, 21.6003, 21.6003, 21.6003, 21.6003, 21.6003, 21.6019, 21.6019, 21.6019, 21.6019, 21.6019, 21.6019, 21.6019, 21.6019, 21.6003, 21.6003, 21.6003, 21.6003, 21.5988, 21.5988, 21.5988, 21.5988, 21.5988, 21.5988, 21.5988];0
0.12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[21.5988, 21.5988, 21.6003, 21.6003, 21.6003, 21.6003, 21.6003, 21.6003, 21.6003, 21.6003, 21.5988, 21.5988, 21.5988, 21.5988, 21.5988, 21.5988, 21.5988, 21.5988, 21.5988, 21.6003, 21.6003, 21.6003, 21.6003, 21.6019, 21.6019, 21.6019, 21.6019, 21.6019, 21.6019, 21.6003, 21.6003, 21.6003, 21.5988, 21.5988, 21.5988, 21.5988, 21.5988, 21.5973, 21.5973, 21.5973];0
0.16;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[21.5988, 21.5988, 21.5988, 21.5988, 21.5988, 21.5988, 21.6003, 21.6003, 21.6003, 21.5988, 21.5988, 21.5988, 21.5988, 21.5988, 21.5988, 21.5973, 21.5973, 21.5988, 21.5988, 21.5988, 21.5988, 21.5988, 21.5988, 21.5988, 21.5988, 21.6003, 21.6003, 21.6003, 21.6003, 21.6003, 21.6003, 21.5988, 21.5988, 21.5988, 21.5988, 21.5988, 21.5988, 21.5988, 21.5988, 21.6003];0
0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[21.6003, 21.6003, 21.6019, 21.6019, 21.6019, 21.6034, 21.6034, 21.6034, 21.6034, 21.6034, 21.6034, 21.6034, 21.6034, 21.6034, 21.6034, 21.6034, 21.6034, 21.6034, 21.6034, 21.6034, 21.6049, 21.6049, 21.6049, 21.6049, 21.6049, 21.6049, 21.6049, 21.6049, 21.6049, 21.6049, 21.6049, 21.6049, 21.6049, 21.6049, 21.6049, 21.6049, 21.6049, 21.6064, 21.6064, 21.6064];0
0.24;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[21.608, 21.608, 21.608, 21.6095, 21.6095, 21.6095, 21.6095, 21.6095, 21.6095, 21.6095, 21.6095, 21.6095, 21.6095, 21.6095, 21.6095, 21.6095, 21.611, 21.611, 21.611, 21.611, 21.6125, 21.6125, 21.6125, 21.6141, 21.6141, 21.6141, 21.6141, 21.6141, 21.6141, 21.6141, 21.6141, 21.6141, 21.6141, 21.6141, 21.6141, 21.6141, 21.6156, 21.6156, 21.6156, 21.6171];0
0.28;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[21.6171, 21.6187, 21.6187, 21.6202, 21.6202, 21.6202, 21.6217, 21.6217, 21.6217, 21.6217, 21.6217, 21.6217, 21.6217, 21.6217, 21.6217, 21.6217, 21.6232, 21.6232, 21.6232, 21.6232, 21.6248, 21.6248, 21.6263, 21.6263, 21.6263, 21.6278, 21.6278, 21.6278, 21.6293, 21.6293, 21.6293, 21.6293, 21.6293, 21.6309, 21.6309, 21.6309, 21.6309, 21.6309, 21.6324, 21.6324];0
0.32;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[21.6324, 21.6339, 21.6339, 21.6339, 21.6354, 21.6354, 21.6354, 21.637, 21.637, 21.637, 21.637, 21.637, 21.637, 21.637, 21.6385, 21.6385, 21.6385, 21.64, 21.64, 21.64, 21.6415, 21.6415, 21.6431, 21.6431, 21.6446, 21.6446, 21.6461, 21.6461, 21.6461, 21.6476, 21.6476, 21.6476, 21.6476, 21.6492, 21.6492, 21.6492, 21.6507, 21.6507, 21.6507, 21.6522];0
0.36;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[21.6522, 21.6537, 21.6537, 21.6553, 21.6553, 21.6553, 21.6568, 21.6568, 21.6568, 21.6583, 21.6583, 21.6583, 21.6583, 21.6583, 21.6599, 21.6599, 21.6599, 21.6614, 21.6614, 21.6629, 21.6644, 21.6644, 21.666, 21.666, 21.6675, 21.6675, 21.6675, 21.669, 21.669, 21.669, 21.669, 21.6705, 21.6705, 21.6705, 21.6705, 21.6705, 21.6721, 21.6721, 21.6721, 21.6736];0
