time;FM1;FM2;FM3;FF1;FF2;FF3;mean_behaviour_rate;classes;EDA;is_peak
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[25.0641, 25.0641, 25.0656, 25.0656, 25.0671, 25.0671, 25.0671, 25.0671, 25.0671, 25.0671, 25.0671, 25.0671, 25.0671, 25.0671, 25.0671, 25.0687, 25.0687, 25.0702, 25.0702, 25.0717, 25.0717, 25.0732, 25.0732, 25.0748, 25.0763, 25.0763, 25.0763, 25.0778, 25.0778, 25.0778, 25.0778, 25.0793, 25.0793, 25.0809, 25.0809, 25.0824, 25.0824, 25.0839, 25.0839, 25.0854];0
0.04;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[25.0854, 25.087, 25.087, 25.087, 25.0885, 25.0885, 25.0885, 25.0885, 25.0885, 25.0885, 25.0885, 25.0885, 25.0885, 25.0885, 25.09, 25.09, 25.0916, 25.0916, 25.0931, 25.0946, 25.0946, 25.0961, 25.0961, 25.0977, 25.0977, 25.0977, 25.0977, 25.0977, 25.0977, 25.0977, 25.0977, 25.0992, 25.0992, 25.0992, 25.1007, 25.1007, 25.1022, 25.1038, 25.1038, 25.1053];0
0.08;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[25.1068, 25.1068, 25.1068, 25.1083, 25.1083, 25.1083, 25.1083, 25.1083, 25.1083, 25.1083, 25.1083, 25.1083, 25.1099, 25.1099, 25.1114, 25.1114, 25.1129, 25.1144, 25.1144, 25.116, 25.1175, 25.1175, 25.119, 25.119, 25.1205, 25.1205, 25.1205, 25.1205, 25.1205, 25.1205, 25.1205, 25.1205, 25.1205, 25.1221, 25.1221, 25.1221, 25.1236, 25.1251, 25.1251, 25.1266];0
0.12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[25.1282, 25.1282, 25.1297, 25.1312, 25.1312, 25.1312, 25.1328, 25.1328, 25.1328, 25.1328, 25.1343, 25.1343, 25.1343, 25.1358, 25.1358, 25.1373, 25.1373, 25.1389, 25.1389, 25.1404, 25.1404, 25.1419, 25.1419, 25.1434, 25.1434, 25.1434, 25.1434, 25.1434, 25.1434, 25.1434, 25.145, 25.145, 25.1465, 25.1465, 25.148, 25.1495, 25.1511, 25.1526, 25.1541, 25.1556];0
0.16;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[25.1572, 25.1587, 25.1602, 25.1602, 25.1617, 25.1633, 25.1633, 25.1633, 25.1633, 25.1633, 25.1633, 25.1633, 25.1633, 25.1633, 25.1633, 25.1633, 25.1633, 25.1633, 25.1633, 25.1633, 25.1633, 25.1633, 25.1633, 25.1633, 25.1633, 25.1633, 25.1633, 25.1633, 25.1633, 25.1633, 25.1648, 25.1648, 25.1663, 25.1663, 25.1678, 25.1694, 25.1709, 25.1724, 25.174, 25.1755];0
0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[25.177, 25.1785, 25.1801, 25.1801, 25.1816, 25.1816, 25.1831, 25.1831, 25.1831, 25.1831, 25.1846, 25.1846, 25.1846, 25.1846, 25.1862, 25.1862, 25.1877, 25.1892, 25.1892, 25.1907, 25.1907, 25.1923, 25.1923, 25.1923, 25.1938, 25.1938, 25.1938, 25.1938, 25.1938, 25.1938, 25.1938, 25.1938, 25.1953, 25.1953, 25.1953, 25.1968, 25.1984, 25.1999, 25.1999, 25.2014];0
0.24;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[25.2029, 25.2045, 25.2045, 25.206, 25.2075, 25.2075, 25.2075, 25.2075, 25.209, 25.209, 25.209, 25.2106, 25.2106, 25.2106, 25.2121, 25.2121, 25.2136, 25.2151, 25.2151, 25.2167, 25.2182, 25.2182, 25.2197, 25.2197, 25.2197, 25.2213, 25.2213, 25.2213, 25.2213, 25.2213, 25.2213, 25.2213, 25.2228, 25.2228, 25.2243, 25.2243, 25.2258, 25.2258, 25.2274, 25.2289];0
0.28;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[25.2289, 25.2304, 25.2304, 25.2319, 25.2319, 25.2319, 25.2335, 25.2335, 25.2335, 25.2335, 25.2335, 25.2335, 25.2335, 25.235, 25.235, 25.2365, 25.238, 25.238, 25.2396, 25.2411, 25.2411, 25.2426, 25.2441, 25.2441, 25.2441, 25.2457, 25.2457, 25.2457, 25.2457, 25.2457, 25.2457, 25.2457, 25.2472, 25.2472, 25.2472, 25.2487, 25.2487, 25.2502, 25.2518, 25.2518];0
0.32;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[25.2533, 25.2533, 25.2548, 25.2548, 25.2548, 25.2563, 25.2563, 25.2563, 25.2563, 25.2563, 25.2563, 25.2579, 25.2579, 25.2594, 25.2594, 25.2609, 25.2625, 25.264, 25.2655, 25.267, 25.2686, 25.2686, 25.2701, 25.2716, 25.2716, 25.2716, 25.2716, 25.2716, 25.2716, 25.2716, 25.2716, 25.2731, 25.2731, 25.2731, 25.2731, 25.2747, 25.2747, 25.2762, 25.2777, 25.2792];0
0.36;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1;[25.2792, 25.2808, 25.2808, 25.2823, 25.2823, 25.2838, 25.2838, 25.2838, 25.2838, 25.2838, 25.2838, 25.2838, 25.2838, 25.2853, 25.2853, 25.2869, 25.2869, 25.2884, 25.2899, 25.2899, 25.2914, 25.293, 25.293, 25.2945, 25.2945, 25.296, 25.296, 25.296, 25.296, 25.296, 25.2975, 25.2975, 25.2975, 25.2975, 25.2991, 25.2991, 25.3006, 25.3021, 25.3021, 25.3036];0
